0,    0.0
1,   65.0
2,   88.4
3,    0.0
4,   55.4
5,   42.8
6,   28.7
7,    0.0
8,   80.0
9,   78.6
10,   42.8
11,   51.8
12,   74.7
13,   55.1
14,    0.0
15,   93.9
16,    0.0
17,    0.0
18,   86.4
19,   73.7
20,    0.0
21,    0.0
22,   55.8
23,    0.0
24,   99.4
25,   96.7
26,   95.8
27,    0.0
28,   76.5
29,    0.0
30,    0.0
31,   70.0
32,    0.0
33,    0.0
34,    0.0
35,   34.2
36,  107.7
37,    0.0
38,    0.0
39,    0.0
