0,    0.0
1,   47.9
2,   39.2
3,   38.0
4,    0.0
5,    0.0
6,   35.6
7,   32.4
8,   36.7
9,   37.9
10,   41.0
11,   49.9
12,   41.1
13,    0.0
14,    0.0
15,   42.7
16,    0.0
17,    0.0
18,    0.0
19,   29.6
20,   39.8
21,    0.0
22,   34.4
23,    0.0
24,    0.0
25,   33.2
26,   29.3
27,    0.0
28,    0.0
29,    0.0
30,   31.4
31,   39.6
32,    0.0
33,    0.0
34,    0.0
35,    0.0
36,    0.0
37,    0.0
38,    0.0
39,    0.0
